sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
5562;DHT22;2804;50.846;4.357;2018-02-05T00:01:35;5.10;54.80
5562;DHT22;2804;50.846;4.357;2018-02-05T00:04:03;4.60;56.00
5562;DHT22;2804;50.846;4.357;2018-02-05T00:06:32;5.00;55.50
5562;DHT22;2804;50.846;4.357;2018-02-05T00:08:58;5.40;53.80
5562;DHT22;2804;50.846;4.357;2018-02-05T00:11:25;5.50;53.60
5562;DHT22;2804;50.846;4.357;2018-02-05T00:13:53;5.40;54.60
5562;DHT22;2804;50.846;4.357;2018-02-05T00:16:20;5.90;53.80
5562;DHT22;2804;50.846;4.357;2018-02-05T00:18:51;5.10;55.00
5562;DHT22;2804;50.846;4.357;2018-02-05T00:21:22;5.40;54.80
5562;DHT22;2804;50.846;4.357;2018-02-05T00:23:50;5.50;55.00
5562;DHT22;2804;50.846;4.357;2018-02-05T00:26:16;4.60;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T00:28:44;4.40;57.60
5562;DHT22;2804;50.846;4.357;2018-02-05T00:31:12;4.00;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T00:33:40;3.80;60.10
5562;DHT22;2804;50.846;4.357;2018-02-05T00:36:07;4.30;59.90
5562;DHT22;2804;50.846;4.357;2018-02-05T00:38:33;4.60;59.00
5562;DHT22;2804;50.846;4.357;2018-02-05T00:41:01;4.40;59.30
5562;DHT22;2804;50.846;4.357;2018-02-05T00:43:28;5.20;57.70
5562;DHT22;2804;50.846;4.357;2018-02-05T00:45:55;4.80;57.00
5562;DHT22;2804;50.846;4.357;2018-02-05T00:48:22;5.00;57.50
5562;DHT22;2804;50.846;4.357;2018-02-05T00:50:49;5.30;57.10
5562;DHT22;2804;50.846;4.357;2018-02-05T00:53:16;4.30;57.50
5562;DHT22;2804;50.846;4.357;2018-02-05T00:55:45;3.80;59.70
5562;DHT22;2804;50.846;4.357;2018-02-05T00:58:19;3.70;60.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:00:47;4.30;59.20
5562;DHT22;2804;50.846;4.357;2018-02-05T01:03:15;4.90;57.80
5562;DHT22;2804;50.846;4.357;2018-02-05T01:05:44;5.40;56.30
5562;DHT22;2804;50.846;4.357;2018-02-05T01:08:11;4.90;57.30
5562;DHT22;2804;50.846;4.357;2018-02-05T01:10:38;4.70;58.10
5562;DHT22;2804;50.846;4.357;2018-02-05T01:13:05;4.80;57.70
5562;DHT22;2804;50.846;4.357;2018-02-05T01:15:33;4.20;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:18:07;4.40;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:20:42;4.40;59.10
5562;DHT22;2804;50.846;4.357;2018-02-05T01:23:10;5.10;58.00
5562;DHT22;2804;50.846;4.357;2018-02-05T01:25:38;5.10;57.20
5562;DHT22;2804;50.846;4.357;2018-02-05T01:28:12;4.80;57.10
5562;DHT22;2804;50.846;4.357;2018-02-05T01:30:40;4.00;58.40
5562;DHT22;2804;50.846;4.357;2018-02-05T01:33:06;4.20;59.20
5562;DHT22;2804;50.846;4.357;2018-02-05T01:35:34;4.20;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T01:38:02;4.20;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T01:40:31;4.10;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T01:42:59;4.20;58.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:45:27;3.50;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:47:54;3.80;59.90
5562;DHT22;2804;50.846;4.357;2018-02-05T01:50:21;4.20;58.50
5562;DHT22;2804;50.846;4.357;2018-02-05T01:52:48;4.50;57.30
5562;DHT22;2804;50.846;4.357;2018-02-05T01:55:15;4.70;56.60
5562;DHT22;2804;50.846;4.357;2018-02-05T01:57:41;4.00;57.20
5562;DHT22;2804;50.846;4.357;2018-02-05T02:00:10;3.70;58.00
5562;DHT22;2804;50.846;4.357;2018-02-05T02:02:37;3.40;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T02:05:05;3.80;57.90
5562;DHT22;2804;50.846;4.357;2018-02-05T02:07:35;4.00;57.80
5562;DHT22;2804;50.846;4.357;2018-02-05T02:10:14;3.80;57.10
5562;DHT22;2804;50.846;4.357;2018-02-05T02:12:41;3.90;56.90
5562;DHT22;2804;50.846;4.357;2018-02-05T02:15:11;3.80;57.20
5562;DHT22;2804;50.846;4.357;2018-02-05T02:17:46;4.00;56.60
5562;DHT22;2804;50.846;4.357;2018-02-05T02:20:17;3.90;56.50
5562;DHT22;2804;50.846;4.357;2018-02-05T02:22:44;3.20;57.30
5562;DHT22;2804;50.846;4.357;2018-02-05T02:25:12;3.00;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T02:27:39;3.50;58.40
5562;DHT22;2804;50.846;4.357;2018-02-05T02:30:06;3.70;57.00
5562;DHT22;2804;50.846;4.357;2018-02-05T02:32:33;3.80;56.80
5562;DHT22;2804;50.846;4.357;2018-02-05T02:35:00;4.30;55.90
5562;DHT22;2804;50.846;4.357;2018-02-05T02:37:28;3.60;56.50
5562;DHT22;2804;50.846;4.357;2018-02-05T02:39:57;3.60;57.00
5562;DHT22;2804;50.846;4.357;2018-02-05T02:42:25;3.40;57.00
5562;DHT22;2804;50.846;4.357;2018-02-05T02:44:52;3.10;57.60
5562;DHT22;2804;50.846;4.357;2018-02-05T02:47:20;3.70;57.50
5562;DHT22;2804;50.846;4.357;2018-02-05T02:49:51;4.00;56.20
5562;DHT22;2804;50.846;4.357;2018-02-05T02:52:18;3.90;55.80
5562;DHT22;2804;50.846;4.357;2018-02-05T02:54:48;3.70;55.80
5562;DHT22;2804;50.846;4.357;2018-02-05T02:57:17;3.80;56.20
5562;DHT22;2804;50.846;4.357;2018-02-05T02:59:44;4.10;55.80
5562;DHT22;2804;50.846;4.357;2018-02-05T03:02:11;4.30;54.60
5562;DHT22;2804;50.846;4.357;2018-02-05T03:04:39;4.60;54.50
5562;DHT22;2804;50.846;4.357;2018-02-05T03:07:07;4.70;54.30
5562;DHT22;2804;50.846;4.357;2018-02-05T03:09:35;4.90;53.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:12:02;4.30;54.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:14:30;4.00;54.80
5562;DHT22;2804;50.846;4.357;2018-02-05T03:16:58;4.20;55.30
5562;DHT22;2804;50.846;4.357;2018-02-05T03:19:34;3.90;55.90
5562;DHT22;2804;50.846;4.357;2018-02-05T03:22:02;4.00;56.00
5562;DHT22;2804;50.846;4.357;2018-02-05T03:24:30;4.10;56.30
5562;DHT22;2804;50.846;4.357;2018-02-05T03:26:57;4.10;56.00
5562;DHT22;2804;50.846;4.357;2018-02-05T03:29:25;4.20;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T03:31:53;4.50;54.60
5562;DHT22;2804;50.846;4.357;2018-02-05T03:34:21;4.60;54.60
5562;DHT22;2804;50.846;4.357;2018-02-05T03:36:48;4.20;55.40
5562;DHT22;2804;50.846;4.357;2018-02-05T03:39:39;4.60;55.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:42:06;4.60;54.40
5562;DHT22;2804;50.846;4.357;2018-02-05T03:44:49;4.20;54.80
5562;DHT22;2804;50.846;4.357;2018-02-05T03:47:28;4.40;55.70
5562;DHT22;2804;50.846;4.357;2018-02-05T03:49:58;4.50;55.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:52:26;4.10;55.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:54:59;4.50;55.80
5562;DHT22;2804;50.846;4.357;2018-02-05T03:57:27;4.20;56.20
5562;DHT22;2804;50.846;4.357;2018-02-05T03:59:54;4.30;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T04:02:22;4.30;55.80
5562;DHT22;2804;50.846;4.357;2018-02-05T04:04:54;3.70;56.30
5562;DHT22;2804;50.846;4.357;2018-02-05T04:07:21;3.80;57.20
5562;DHT22;2804;50.846;4.357;2018-02-05T04:09:51;4.20;56.90
5562;DHT22;2804;50.846;4.357;2018-02-05T04:12:25;4.00;56.50
5562;DHT22;2804;50.846;4.357;2018-02-05T04:14:52;3.50;57.50
5562;DHT22;2804;50.846;4.357;2018-02-05T04:17:23;3.90;57.80
5562;DHT22;2804;50.846;4.357;2018-02-05T04:19:52;3.60;57.70
5562;DHT22;2804;50.846;4.357;2018-02-05T04:22:21;3.20;59.00
5562;DHT22;2804;50.846;4.357;2018-02-05T04:24:50;3.60;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T04:27:20;3.60;57.90
5562;DHT22;2804;50.846;4.357;2018-02-05T04:29:48;3.00;59.40
5562;DHT22;2804;50.846;4.357;2018-02-05T04:32:17;3.00;60.50
5562;DHT22;2804;50.846;4.357;2018-02-05T04:34:45;3.20;60.60
5562;DHT22;2804;50.846;4.357;2018-02-05T04:37:24;3.10;59.90
5562;DHT22;2804;50.846;4.357;2018-02-05T04:39:57;2.90;60.20
5562;DHT22;2804;50.846;4.357;2018-02-05T04:42:26;2.70;61.00
5562;DHT22;2804;50.846;4.357;2018-02-05T04:44:53;3.20;60.30
5562;DHT22;2804;50.846;4.357;2018-02-05T04:47:23;3.20;60.50
5562;DHT22;2804;50.846;4.357;2018-02-05T04:49:54;3.20;60.20
5562;DHT22;2804;50.846;4.357;2018-02-05T04:52:24;3.20;59.70
5562;DHT22;2804;50.846;4.357;2018-02-05T04:54:51;2.90;60.80
5562;DHT22;2804;50.846;4.357;2018-02-05T04:57:18;2.90;61.00
5562;DHT22;2804;50.846;4.357;2018-02-05T04:59:45;3.10;61.40
5562;DHT22;2804;50.846;4.357;2018-02-05T05:02:15;3.50;59.90
5562;DHT22;2804;50.846;4.357;2018-02-05T05:04:43;3.70;59.70
5562;DHT22;2804;50.846;4.357;2018-02-05T05:07:11;3.50;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T05:09:40;3.20;60.10
5562;DHT22;2804;50.846;4.357;2018-02-05T05:12:10;3.40;59.80
5562;DHT22;2804;50.846;4.357;2018-02-05T05:14:37;3.10;60.10
5562;DHT22;2804;50.846;4.357;2018-02-05T05:17:05;3.60;59.80
5562;DHT22;2804;50.846;4.357;2018-02-05T05:19:32;3.70;59.30
5562;DHT22;2804;50.846;4.357;2018-02-05T05:24:49;3.80;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T05:27:30;3.40;58.90
5562;DHT22;2804;50.846;4.357;2018-02-05T05:30:09;3.30;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T05:32:37;3.60;59.40
5562;DHT22;2804;50.846;4.357;2018-02-05T05:35:06;3.60;59.30
5562;DHT22;2804;50.846;4.357;2018-02-05T05:37:32;3.80;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T05:40:00;3.50;58.60
5562;DHT22;2804;50.846;4.357;2018-02-05T05:42:36;3.30;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T05:45:11;2.80;60.20
5562;DHT22;2804;50.846;4.357;2018-02-05T05:47:41;3.20;61.20
5562;DHT22;2804;50.846;4.357;2018-02-05T05:50:34;3.80;59.40
5562;DHT22;2804;50.846;4.357;2018-02-05T05:53:04;4.10;58.10
5562;DHT22;2804;50.846;4.357;2018-02-05T05:55:31;4.30;57.30
5562;DHT22;2804;50.846;4.357;2018-02-05T05:58:15;4.70;56.90
5562;DHT22;2804;50.846;4.357;2018-02-05T06:00:43;4.70;56.20
5562;DHT22;2804;50.846;4.357;2018-02-05T06:03:10;4.80;55.40
5562;DHT22;2804;50.846;4.357;2018-02-05T06:05:53;3.80;56.40
5562;DHT22;2804;50.846;4.357;2018-02-05T06:08:25;3.40;58.30
5562;DHT22;2804;50.846;4.357;2018-02-05T06:11:11;3.80;58.50
5562;DHT22;2804;50.846;4.357;2018-02-05T06:13:41;4.00;57.70
5562;DHT22;2804;50.846;4.357;2018-02-05T06:16:10;3.60;58.20
5562;DHT22;2804;50.846;4.357;2018-02-05T06:18:40;3.70;58.50
5562;DHT22;2804;50.846;4.357;2018-02-05T06:21:07;3.60;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T06:23:35;4.50;57.10
5562;DHT22;2804;50.846;4.357;2018-02-05T06:26:03;4.90;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T06:28:32;4.10;56.50
5562;DHT22;2804;50.846;4.357;2018-02-05T06:30:59;4.40;56.30
5562;DHT22;2804;50.846;4.357;2018-02-05T06:33:29;4.60;55.90
5562;DHT22;2804;50.846;4.357;2018-02-05T06:35:56;4.30;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T06:38:25;4.70;57.10
5562;DHT22;2804;50.846;4.357;2018-02-05T06:40:54;4.90;55.50
5562;DHT22;2804;50.846;4.357;2018-02-05T06:43:21;4.20;56.20
5562;DHT22;2804;50.846;4.357;2018-02-05T06:45:56;4.60;56.10
5562;DHT22;2804;50.846;4.357;2018-02-05T06:48:25;5.00;56.00
5562;DHT22;2804;50.846;4.357;2018-02-05T06:56:22;2.70;59.70
5562;DHT22;2804;50.846;4.357;2018-02-05T06:58:49;3.10;60.10
5562;DHT22;2804;50.846;4.357;2018-02-05T07:01:16;2.90;59.70
5562;DHT22;2804;50.846;4.357;2018-02-05T07:03:43;3.20;59.80
5562;DHT22;2804;50.846;4.357;2018-02-05T07:06:10;3.30;58.50
5562;DHT22;2804;50.846;4.357;2018-02-05T07:08:41;3.10;59.10
5562;DHT22;2804;50.846;4.357;2018-02-05T07:11:08;2.10;60.10
5562;DHT22;2804;50.846;4.357;2018-02-05T07:13:36;2.80;62.00
5562;DHT22;2804;50.846;4.357;2018-02-05T07:16:02;2.80;60.30
5562;DHT22;2804;50.846;4.357;2018-02-05T07:18:29;2.80;60.30
5562;DHT22;2804;50.846;4.357;2018-02-05T07:20:57;2.30;60.70
5562;DHT22;2804;50.846;4.357;2018-02-05T07:23:24;2.40;61.70
5562;DHT22;2804;50.846;4.357;2018-02-05T07:25:52;2.40;60.90
5562;DHT22;2804;50.846;4.357;2018-02-05T07:28:19;2.80;61.20
5562;DHT22;2804;50.846;4.357;2018-02-05T07:30:47;3.30;59.40
5562;DHT22;2804;50.846;4.357;2018-02-05T07:33:14;3.20;58.60
5562;DHT22;2804;50.846;4.357;2018-02-05T07:35:41;3.10;58.60
5562;DHT22;2804;50.846;4.357;2018-02-05T07:38:09;2.80;59.10
5562;DHT22;2804;50.846;4.357;2018-02-05T07:40:37;3.10;59.80
5562;DHT22;2804;50.846;4.357;2018-02-05T07:43:04;3.60;58.50
5562;DHT22;2804;50.846;4.357;2018-02-05T07:45:31;3.20;58.30
5562;DHT22;2804;50.846;4.357;2018-02-05T07:48:00;3.30;58.70
5562;DHT22;2804;50.846;4.357;2018-02-05T07:50:29;2.70;59.20
5562;DHT22;2804;50.846;4.357;2018-02-05T07:53:06;3.20;59.40
5562;DHT22;2804;50.846;4.357;2018-02-05T07:55:34;2.80;59.60
5562;DHT22;2804;50.846;4.357;2018-02-05T07:58:01;2.80;60.00
5562;DHT22;2804;50.846;4.357;2018-02-05T08:00:29;2.90;59.80
5562;DHT22;2804;50.846;4.357;2018-02-05T08:02:55;2.60;59.90
5562;DHT22;2804;50.846;4.357;2018-02-05T08:05:22;2.60;60.80
5562;DHT22;2804;50.846;4.357;2018-02-05T08:07:50;2.80;60.70
5562;DHT22;2804;50.846;4.357;2018-02-05T08:10:17;3.60;58.80
5562;DHT22;2804;50.846;4.357;2018-02-05T08:12:44;3.30;58.60
5562;DHT22;2804;50.846;4.357;2018-02-05T08:15:11;3.70;58.00
