sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
2904;SDS011;1462;50.853;4.342;2017-09-12T00:02:02;16.13;;;6.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:04:29;18.00;;;7.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:06:56;21.40;;;6.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:09:22;8.83;;;5.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:11:50;18.33;;;6.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:14:16;9.80;;;4.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:16:43;11.07;;;5.77;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:19:10;13.97;;;5.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:21:37;12.27;;;5.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:24:04;16.43;;;7.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:26:31;12.57;;;6.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:28:58;13.40;;;6.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:31:24;32.27;;;8.23;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:33:51;17.17;;;7.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:36:17;20.50;;;6.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:38:44;18.93;;;7.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:41:11;19.70;;;7.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:43:37;14.77;;;6.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:46:04;16.00;;;6.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:48:31;14.17;;;6.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:50:58;15.10;;;5.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:53:25;16.93;;;7.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:55:51;15.67;;;6.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T00:58:18;16.03;;;5.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:00:46;20.60;;;6.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:03:12;17.00;;;6.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:05:39;17.10;;;6.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:08:05;30.60;;;7.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:10:32;18.07;;;7.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:12:59;17.40;;;7.43;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:15:25;14.03;;;7.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:17:53;21.97;;;9.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:20:19;14.67;;;7.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:22:46;16.50;;;7.33;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:25:13;24.57;;;8.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:27:40;24.30;;;9.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:30:06;17.70;;;9.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:32:33;12.53;;;7.17;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:35:00;16.27;;;7.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:37:27;27.23;;;8.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:39:54;13.20;;;6.53;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:42:21;18.13;;;6.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:44:48;20.17;;;6.23;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:47:15;10.07;;;6.43;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:49:41;11.40;;;5.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:52:08;11.03;;;6.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:54:34;17.10;;;7.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:57:01;11.53;;;6.73;;
2904;SDS011;1462;50.853;4.342;2017-09-12T01:59:28;18.07;;;7.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:01:55;29.90;;;7.03;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:04:22;15.07;;;6.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:06:48;23.87;;;7.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:09:15;13.77;;;5.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:11:42;9.83;;;5.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:14:09;18.20;;;6.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:16:35;16.80;;;6.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:19:02;18.53;;;5.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:21:29;7.03;;;4.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:23:56;11.53;;;4.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:26:23;9.87;;;5.63;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:28:50;18.53;;;5.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:31:18;12.63;;;4.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:33:44;19.80;;;5.23;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:36:11;9.27;;;5.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:38:38;17.77;;;5.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:41:05;8.40;;;5.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:43:31;14.13;;;5.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:45:58;14.90;;;5.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:48:25;8.10;;;4.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:50:51;8.30;;;4.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:53:18;9.47;;;5.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:55:45;17.07;;;5.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T02:58:12;15.67;;;5.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:00:39;13.60;;;5.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:03:07;12.40;;;5.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:05:34;17.10;;;4.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:08:01;11.67;;;4.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:10:28;13.07;;;5.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:12:55;11.17;;;4.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:15:22;15.37;;;4.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:17:49;12.20;;;4.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:20:15;8.30;;;3.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:22:44;13.80;;;4.67;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:25:11;7.93;;;4.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:27:40;15.77;;;4.73;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:30:07;10.50;;;3.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:32:35;11.63;;;4.63;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:35:02;8.03;;;3.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:37:29;14.97;;;4.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:39:56;15.30;;;4.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:42:22;18.83;;;3.43;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:44:49;9.20;;;2.97;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:47:16;9.27;;;3.97;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:49:43;8.63;;;3.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:52:10;9.97;;;4.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:54:36;9.70;;;4.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:57:03;6.83;;;3.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T03:59:30;12.03;;;4.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:01:57;11.13;;;4.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:04:24;10.83;;;3.57;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:06:51;11.07;;;4.23;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:09:18;13.20;;;4.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:11:44;9.70;;;4.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:14:12;10.40;;;3.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:16:40;23.93;;;5.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:19:07;16.77;;;4.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:21:33;11.83;;;3.63;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:24:00;9.17;;;3.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:26:27;7.53;;;4.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:28:54;9.83;;;4.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:31:21;10.83;;;4.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:33:48;14.03;;;5.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:36:14;9.83;;;4.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:38:42;6.47;;;3.73;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:41:08;18.80;;;4.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:43:36;9.10;;;4.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:46:02;10.57;;;4.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:48:29;11.77;;;5.03;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:50:56;10.87;;;5.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:53:22;8.63;;;4.17;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:55:49;11.77;;;4.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T04:58:16;14.50;;;5.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:00:42;13.97;;;4.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:03:09;9.70;;;4.97;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:05:36;14.00;;;5.57;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:08:02;11.87;;;5.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:10:29;14.57;;;4.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:12:56;13.70;;;4.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:15:22;16.17;;;6.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:17:49;14.67;;;5.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:20:16;17.03;;;5.33;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:22:42;17.23;;;5.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:25:10;17.50;;;7.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:27:36;17.30;;;6.53;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:30:03;11.97;;;6.57;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:32:32;16.80;;;6.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:34:58;10.13;;;6.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:37:25;18.17;;;7.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:39:52;27.60;;;7.07;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:42:18;18.73;;;5.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:44:45;18.03;;;6.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:47:12;17.17;;;7.07;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:49:38;21.87;;;6.97;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:52:05;18.00;;;7.03;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:54:32;20.20;;;7.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:56:59;16.83;;;8.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T05:59:26;19.97;;;5.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:01:53;30.90;;;6.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:04:19;11.80;;;5.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:06:47;20.43;;;6.53;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:09:14;28.13;;;6.77;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:11:42;18.23;;;7.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:14:09;22.93;;;11.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:16:36;22.30;;;7.17;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:19:03;16.83;;;7.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:21:32;24.00;;;10.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:24:03;21.40;;;7.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:26:31;31.60;;;9.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:28:58;17.70;;;7.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:31:24;26.60;;;8.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:33:51;22.40;;;8.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:36:18;23.53;;;8.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:38:44;19.07;;;8.03;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:41:12;30.97;;;11.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:43:40;30.30;;;11.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:46:08;27.40;;;10.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:48:34;20.83;;;9.63;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:51:02;23.57;;;9.17;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:53:28;23.50;;;10.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:55:55;19.43;;;11.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T06:58:22;36.70;;;14.77;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:00:50;28.67;;;13.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:03:16;28.83;;;14.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:05:43;29.70;;;15.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:08:11;23.37;;;15.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:10:38;22.00;;;14.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:13:06;20.70;;;14.77;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:15:32;28.60;;;16.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:18:00;26.80;;;16.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:20:26;26.00;;;14.37;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:22:54;29.33;;;15.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:25:21;33.73;;;15.07;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:27:48;38.17;;;15.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:30:16;17.70;;;13.93;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:32:43;23.87;;;14.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:35:10;30.60;;;16.53;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:37:37;27.70;;;15.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:40:03;27.17;;;15.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:42:32;21.60;;;13.47;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:45:00;18.40;;;13.20;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:47:27;24.17;;;12.27;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:49:54;20.60;;;12.77;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:52:22;30.17;;;11.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:54:49;18.63;;;10.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:57:16;19.07;;;9.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T07:59:42;24.83;;;10.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:02:09;23.27;;;9.90;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:04:36;21.10;;;9.27;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:07:02;19.20;;;8.30;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:09:29;22.70;;;8.40;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:11:56;21.23;;;7.70;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:14:23;19.33;;;6.50;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:16:50;17.80;;;7.87;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:19:16;12.77;;;5.80;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:21:43;24.40;;;7.13;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:24:11;14.73;;;7.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:26:37;11.70;;;6.00;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:29:05;12.60;;;7.10;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:31:32;20.23;;;7.60;;
2904;SDS011;1462;50.853;4.342;2017-09-12T08:33:59;12.33;;;6.50;;
