sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
5562;DHT22;2804;50.846;4.357;2018-02-07T00:01:00;3.80;47.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:03:28;3.90;47.40
5562;DHT22;2804;50.846;4.357;2018-02-07T00:05:55;3.70;47.60
5562;DHT22;2804;50.846;4.357;2018-02-07T00:08:21;4.30;47.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:10:48;2.90;48.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:13:16;2.80;49.90
5562;DHT22;2804;50.846;4.357;2018-02-07T00:15:43;2.80;49.70
5562;DHT22;2804;50.846;4.357;2018-02-07T00:18:11;3.10;49.40
5562;DHT22;2804;50.846;4.357;2018-02-07T00:20:38;3.10;49.00
5562;DHT22;2804;50.846;4.357;2018-02-07T00:23:06;2.60;49.90
5562;DHT22;2804;50.846;4.357;2018-02-07T00:25:32;2.30;50.70
5562;DHT22;2804;50.846;4.357;2018-02-07T00:28:01;2.50;50.80
5562;DHT22;2804;50.846;4.357;2018-02-07T00:30:28;2.20;50.90
5562;DHT22;2804;50.846;4.357;2018-02-07T00:32:55;2.10;51.10
5562;DHT22;2804;50.846;4.357;2018-02-07T00:35:23;2.70;51.10
5562;DHT22;2804;50.846;4.357;2018-02-07T00:37:50;2.90;49.60
5562;DHT22;2804;50.846;4.357;2018-02-07T00:40:18;2.80;49.70
5562;DHT22;2804;50.846;4.357;2018-02-07T00:42:45;3.00;49.80
5562;DHT22;2804;50.846;4.357;2018-02-07T00:45:12;2.80;49.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:47:40;3.20;49.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:50:07;3.20;48.50
5562;DHT22;2804;50.846;4.357;2018-02-07T00:52:34;3.20;48.30
5562;DHT22;2804;50.846;4.357;2018-02-07T00:55:01;3.40;49.20
5562;DHT22;2804;50.846;4.357;2018-02-07T00:57:27;3.50;48.30
5562;DHT22;2804;50.846;4.357;2018-02-07T00:59:55;3.80;47.60
5562;DHT22;2804;50.846;4.357;2018-02-07T01:02:24;3.80;47.40
5562;DHT22;2804;50.846;4.357;2018-02-07T01:04:51;3.40;47.90
